"goal","raised","backers","comments","parentCat","lat","lon"
7000,4789,90,0,"Music",42.8864,-78.8784
1000,1000.12,19,1,"Film & Video",50.105,14.4434
250,1050,36,0,"Publishing",34.0522,-118.244
2000,2510,36,3,"Film & Video",40.65,-73.95
1500,1960,36,0,"Dance",40.7834,-73.9662
5000,5005,46,0,"Dance",40.65,-73.95
12000,18920.99,210,10,"Film & Video",34.0522,-118.244
600,601,12,0,"Music",43.1548,-77.6156
2000,2355,27,3,"Film & Video",47.6815,-122.209
2500,3217,90,7,"Theater",40.65,-73.95
300,301,8,5,"Art",47.979,-122.202
3300,3560,46,4,"Photography",29.9647,-90.0706
2200,2292,25,3,"Film & Video",34.2257,-77.9447
5000,210,5,0,"Art",45.5214,-123.08
54276,978.37,21,0,"Film & Video",34.0522,-118.244
17000,1858,21,0,"Publishing",43.6525,-79.3817
4188,4422,69,4,"Art",34.8857,137.172
10000,301.08,4,0,"Theater",34.0522,-118.244
30000,31,3,0,"Food",40.1098,-76.5033
6000,9440.31,214,7,"Publishing",40.65,-73.95
21000,22076.77,266,6,"Film & Video",34.0522,-118.244
27500,33795.8,331,33,"Technology",29.9647,-90.0706
2000,4973,80,11,"Art",41.85,-87.6501
3000,3150,58,2,"Art",39.2904,-76.6122
5000,5100,58,25,"Film & Video",40.65,-73.95
3500,220,5,0,"Fashion",34.0522,-118.244
2500,20,1,0,"Music",32.7153,-117.157
1300,1310,13,0,"Art",39.2904,-76.6122
50000,954,30,0,"Film & Video",48.8839,2.33063
15000,620,7,0,"Film & Video",34.0522,-118.244
32000,445,10,2,"Film & Video",40.7143,-74.006
31000,6123,111,12,"Film & Video",40.7143,-74.006
2500,2820,105,3,"Comics",38.8048,-77.0469
2500,362,8,1,"Music",42.7159,-78.8295
15000,290,5,5,"Film & Video",34.0522,-118.244
6000,187,7,3,"Publishing",42.2917,-85.5872
7000,3313.33,149,4,"Publishing",45.5235,-122.676
75000,3940,15,1,"Games",50.1242,-5.68022
2245,3531.1,149,5,"Fashion",38.5816,-121.494
3500,457,37,3,"Food",39.084,-77.1528
10000,1355,34,3,"Music",27.9494,-82.4651
500,500,12,0,"Music",40.015,-105.271
24000,25434.09,139,21,"Film & Video",49.2485,-123.109
8000,10500,132,10,"Film & Video",40.7143,-74.006
1000,1305,47,0,"Publishing",30.2672,-97.7431
12500,14751.81,307,11,"Publishing",0,0
10000,10855,110,15,"Fashion",20.9175,-156.326
4000,4245,111,0,"Art",45.5235,-122.676
8000,8308,197,4,"Publishing",45.5235,-122.676
5000,5547,123,4,"Publishing",45.5235,-122.676
1500,1525,18,0,"Theater",37.8044,-122.271
500000,874289.38,17817,7299,"Games",34.0522,-118.244
69000,72871.47,1101,56,"Technology",38.8943,-77.4311
6500,3791.06,91,3,"Music",40.65,-73.95
7000,5491,33,0,"Music",44.98,-93.2638
10000,0,0,0,"Film & Video",34.1722,-118.378
4200,4710,118,1,"Publishing",36.2772,-86.7454
9999,960,11,0,"Film & Video",34.0983,-118.326
1400,220,6,0,"Music",40.6936,-89.589
2400,1102,14,0,"Publishing",34.0522,-118.244
4250,4455,45,1,"Music",32.7254,-97.3208
15000,420,5,0,"Publishing",32.803,-96.7699
2500,1280,35,0,"Art",37.8044,-122.271
35000,5744,158,20,"Design",40.015,-105.271
15000,17349,184,16,"Food",32.7153,-117.157
22000,955,13,0,"Design",35.6528,-97.4781
1500,1322,18,0,"Film & Video",41.0534,-73.5387
7000,8299,175,7,"Design",34.0522,-118.244
5000,5938.11,166,6,"Art",34.0522,-118.244
10500,11540.45,189,2,"Design",34.0522,-118.244
12000,12343,279,4,"Design",34.0522,-118.244
800,880,18,0,"Theater",40.2617,-74.0264
1000,1000,16,2,"Film & Video",34.0522,-118.244
4000,4305,25,4,"Film & Video",36.1659,-86.7844
40000,74272.5,1097,75,"Film & Video",37.8716,-122.273
2500,2870,41,0,"Film & Video",42.1946,-122.709
2000,2000,35,0,"Art",46.8721,-113.994
5000,5210.22,54,3,"Photography",40.4198,-79.8501
2000,2079,56,13,"Music",45.5235,-122.676
1810,2025,22,0,"Publishing",34.0522,-118.244
7500,10555,170,5,"Film & Video",41.85,-87.6501
220,340,6,0,"Film & Video",37.7749,-122.419
10000,1070,13,0,"Music",34.0522,-118.244
5000,0,0,0,"Publishing",40.7143,-74.006
3500,3674,71,6,"Art",37.7749,-122.419
9340,10530,134,5,"Photography",41.5034,-74.0104
3000,3740,89,3,"Music",39.9523,-75.1638
2000,2661.32,111,0,"Publishing",40.7143,-74.006
1000,51,2,2,"Publishing",29.2108,-81.0228
5000,5020.81,36,1,"Publishing",40.7251,-73.2454
5000,5334,84,11,"Film & Video",39.9523,-75.1638
50,70,2,2,"Film & Video",41.85,-87.6501
3000,3025,45,0,"Publishing",44.093,-93.2377
7000,7000,53,0,"Film & Video",37.7749,-122.419
1200,1335,30,1,"Film & Video",39.7684,-86.158
5000,5100,31,3,"Film & Video",40.4198,-79.8501
400,441,23,0,"Art",40.4198,-79.8501
16500,29474.17,250,21,"Comics",37.7749,-122.419
20000,35,2,1,"Publishing",33.6839,-117.795
7000,476,13,0,"Fashion",32.7357,-97.1081
18000,0,0,0,"Food",33.0274,-117.273
1800,1810,43,0,"Music",30.2672,-97.7431
8000,11685.35,201,21,"Music",44.98,-93.2638
1300,1336.5,31,3,"Film & Video",32.7153,-117.157
2000,50,1,1,"Music",35.3733,-119.019
3000,3095,66,2,"Dance",36.9741,-122.031
2000,2123,49,10,"Film & Video",40.7143,-74.006
32000,601,20,4,"Food",37.3394,-121.895
7000,115,3,4,"Film & Video",-22.8089,-43.2436
1000,20,2,0,"Food",38.7521,-121.288
3000,3285,69,1,"Photography",42.8864,-78.8784
3000,333,14,0,"Food",38.7521,-121.288
18202,1755,21,0,"Music",38.88,-77.1068
450,260,6,0,"Music",39.7047,-105.081
68578,5151,33,0,"Food",38.5816,-121.494
6000,47,3,0,"Film & Video",52.614,0.886402
2000,15,2,0,"Music",43.0731,-89.4012
1300,1347,21,0,"Music",34.0522,-118.244
60000,71061.35,2037,182,"Games",39.9523,-75.1638
3500,3720,73,2,"Games",47.5002,-111.301
2300,1300,25,1,"Music",34.0522,-118.244
2500,376,8,0,"Music",30.2672,-97.7431
14000,517,9,0,"Games",40.7143,-74.006
30000,2655,29,4,"Film & Video",40.7143,-74.006
10000,2319.99,5,0,"Publishing",39.7392,-104.985
25000,21310,172,9,"Art",41.85,-87.6501
11000,9222,70,1,"Music",47.6062,-122.332
3000,911,24,0,"Music",39.7392,-104.985
50000,4578,109,5,"Film & Video",40.015,-105.271
1500,780,12,0,"Music",40.5853,-105.084
37000,804,33,0,"Art",34.1478,-118.145
2500,5275,69,0,"Music",35.9606,-83.9207
3000,3416.82,75,3,"Music",35.9132,-79.0558
3000,3104,68,0,"Music",34.0522,-118.244
12000,12200,81,7,"Film & Video",36.1659,-86.7844
2500,2617,39,5,"Art",34.0522,-118.244
10000,10986,191,4,"Photography",35.9132,-79.0558
1000,1535,34,1,"Music",0,0
8500,3825,16,1,"Film & Video",39.2904,-76.6122
1200,60,2,0,"Music",44.98,-93.2638
1000,0,0,0,"Art",47.6062,-122.332
20000,20439,270,7,"Food",40.7143,-74.006
1600,50,2,0,"Photography",41.0861,29.0178
2856,96,5,1,"Film & Video",0,0
25000,3886,41,4,"Games",40.7143,-74.006
20000,19334,73,0,"Film & Video",40.7143,-74.006
700000,40244,238,120,"Games",34.09,-117.89
2300,2320,33,0,"Photography",42.0584,-73.9093
5500,6215,95,7,"Music",30.3322,-81.6556
60000,20,2,0,"Publishing",40.7608,-111.891
250,0,0,0,"Music",35.8456,-86.3903
10000,3336,44,0,"Design",45.5235,-122.676
2500,260,5,0,"Film & Video",34.0983,-118.326
7000,375,6,0,"Publishing",34.0522,-118.244
58000,2552,30,3,"Design",37.7749,-122.419
20000,4915,44,2,"Film & Video",51.5586,-0.197855
1800,500,7,0,"Publishing",25.2803,51.5225
25000,28720.42,800,19,"Film & Video",37.906,-122.545
2200,135,5,1,"Games",40.4198,-79.8501
30000,6700,30,0,"Film & Video",30.2672,-97.7431
6700,467,9,0,"Publishing",45.6835,-111.05
7500,181,4,0,"Photography",43.2128,-75.4557
1000,2248.55,66,5,"Comics",40.65,-73.95
5000,1831,32,2,"Publishing",40.7143,-74.006
800,570,12,0,"Music",33.5207,-86.8025
9000,1610,36,0,"Comics",41.85,-87.6501
5000,9658,81,7,"Design",43.826,-111.79
12000,6707,114,8,"Comics",37.5351,-77.5855
700,901,36,1,"Music",39.2904,-76.6122
200,105,7,2,"Games",39.2904,-76.6122
4725,4786,23,0,"Film & Video",40.65,-73.95
1000,1010,26,3,"Theater",42.8692,-84.9031
7500,970,8,0,"Food",40.4233,-104.709
17000,341,8,0,"Food",27.6386,-80.3973
10000,175,4,0,"Film & Video",32.7153,-117.157
5000,0,0,0,"Film & Video",42.7959,-77.8169
15000,1450,9,0,"Film & Video",41.8997,-87.6502
78000,17989,220,0,"Film & Video",34.4208,-119.698
12000,1540,24,0,"Publishing",38.2324,-122.637
35000,3232,91,3,"Film & Video",34.0522,-118.244
10000,10,1,0,"Photography",34.7357,-77.9953
20000,20,1,0,"Film & Video",52.4538,-1.74809
600,270,10,0,"Fashion",42.0411,-87.6901
1500,1699,31,3,"Food",33.8622,-118.4
55000,3070,23,0,"Fashion",40.4198,-79.8501
500,535,9,0,"Music",35.7531,-79.4254
7500,8294.63,116,2,"Film & Video",47.6062,-122.332
300,403,15,0,"Art",40.744,-74.0324
10000,10032.04,137,1,"Music",40.1672,-105.102
150,155,8,0,"Art",29.7629,-95.3831
40000,40443,162,0,"Film & Video",40.65,-73.95
4000,4210,32,1,"Theater",36.1659,-86.7844
15000,73,6,1,"Film & Video",41.7476,-74.0868
3500,1866,19,2,"Music",45.5235,-122.676
22000,0,0,0,"Publishing",46.8721,-113.994
10000,1500,22,0,"Publishing",38.9284,-77.056
15000,0,0,0,"Publishing",47.0379,-122.901
3000,3300.38,60,2,"Music",38.0524,-122.213
4000,4106,58,4,"Music",47.6062,-122.332
8000,8782,148,28,"Film & Video",0,0
3000,3933,69,3,"Music",36.1659,-86.7844
2500,2783.01,59,3,"Music",39.0997,-94.5786
1000,2132.02,39,0,"Music",34.0522,-118.244
15000,15935,154,2,"Food",42.3584,-71.0598
30000,51128.66,1106,66,"Design",43.6525,-79.3817
8000,13336,131,1,"Music",32.3513,-95.3011
35000,2049,56,3,"Food",40.3433,-111.721
40000,1841,26,1,"Games",37.6922,-97.3375
7000,150,3,0,"Publishing",40.015,-105.271
14000,14005.63,208,1,"Film & Video",40.65,-73.95
10000,650,11,0,"Publishing",41.1983,-74.4836
2500,2965.71,71,7,"Music",34.0007,-81.0348
24000,24000,212,12,"Publishing",37.8044,-122.271
5000,74738,1932,123,"Design",40.65,-73.95
18000,19577,150,5,"Theater",40.65,-73.95
12000,13199,116,0,"Theater",40.7143,-74.006
8000,8109,62,9,"Film & Video",34.0522,-118.244
3000,3018,66,3,"Music",44.0521,-123.087
1300,1489,29,1,"Dance",21.3069,-157.858
800,840,34,3,"Art",40.4259,-86.9081
4000,4550,45,0,"Music",36.0957,-79.4378
1000,1212,26,0,"Theater",41.85,-87.6501
500,690,11,0,"Film & Video",29.9647,-90.0706
10000,10291,100,5,"Music",40.65,-73.95
250,711,3,0,"Art",33.4484,-112.074
500,500,6,0,"Theater",-19.8333,34.85
37000,5784,61,2,"Food",32.2217,-110.926
4000,2299,32,0,"Food",40.799,-76.8622
5000,925,20,0,"Publishing",39.2904,-76.6122
10000,1175,27,5,"Games",41.1306,-85.1289
28000,1582,14,0,"Food",40.4198,-79.8501
12500,1260,10,0,"Music",33.004,-97.2258
975,80,3,0,"Publishing",29.7629,-95.3831
200,614.69,24,3,"Publishing",47.6104,-122.201
10000,100,1,0,"Music",40.7143,-74.006
31000,2538,20,0,"Film & Video",41.14,-104.82
550,697.95,13,0,"Music",34.0967,-117.72
25000,34247.84,634,54,"Games",37.3394,-121.895
15000,18441,279,3,"Film & Video",51.8979,-8.47109
1000,1046.77,26,1,"Film & Video",47.6062,-122.332
5000,5230,67,0,"Art",40.7143,-74.006
840,896,9,4,"Photography",35.7143,-83.5102
4000,4417,77,7,"Publishing",30.2672,-97.7431
1000,1603,22,1,"Film & Video",39.9612,-82.9988
50000,52175.5,332,7,"Film & Video",38.9284,-77.056
10000,0,0,0,"Film & Video",41.5582,-73.0515
10000,50,1,0,"Music",41.85,-87.6501
5900,5941.67,36,1,"Music",47.6062,-122.332
7500,7530,78,7,"Music",37.7749,-122.419
3000,3830,27,0,"Film & Video",40.7143,-74.006
10000,11610,106,4,"Film & Video",40.7143,-74.006
3000,3375,46,0,"Music",37.7749,-122.419
35000,82367.44,777,66,"Design",40.65,-73.95
1200,25,1,0,"Film & Video",41.85,-87.6501
7000,2890,59,1,"Theater",40.7143,-74.006
5000,6706,84,2,"Film & Video",40.7143,-74.006
5375,5746,79,1,"Publishing",34.1718,-118.758
1500,1506.5,25,17,"Technology",37.4419,-122.143
400,564.01,39,4,"Art",0,0
8000,9000.69,46,0,"Music",40.7143,-74.006
50,105,4,0,"Music",40.6643,-73.7085
5000,27098.66,427,59,"Games",43.0731,-89.4012
10000,46982.02,1109,28,"Art",37.8044,-122.271
1000,1271,32,0,"Music",29.6516,-82.3248
5000,5160,53,4,"Film & Video",44.0521,-123.087
450,610,7,0,"Film & Video",34.0522,-118.244
3223,4852.73,57,6,"Music",33.6603,-117.999
2675,25,1,0,"Publishing",35.0845,-106.651
1100,406,7,0,"Publishing",38.9536,-94.7336
15000,2950,31,0,"Film & Video",36.1659,-86.7844
3200,75,1,0,"Fashion",39.1404,-121.617
6000,5,1,0,"Film & Video",45.5235,-122.676
2000,20,1,0,"Music",34.0522,-118.244
28000,1968,67,3,"Design",34.0522,-118.244
300000,21863,418,21,"Games",32.9469,-96.4397
1500,239,13,0,"Comics",34.2283,-118.536
15000,924,32,0,"Technology",34.1533,-118.762
230000,51616.01,408,51,"Design",44.98,-93.2638
1000,65,6,0,"Film & Video",36.0726,-79.792
800,745,23,0,"Music",43.0481,-76.1474
17500,808.11,8,0,"Technology",51.5458,-0.0554184
8000,8425.51,150,0,"Music",44.4759,-73.2121
4500,3826,40,0,"Music",39.705,-91.4241
10000,355,15,5,"Food",40.7143,-74.006
10000,6649,79,0,"Music",47.6062,-122.332
14000,3000,14,0,"Music",40.7143,-74.006
20000,3966,35,1,"Food",41.0037,-76.4549
15000,1554,9,0,"Art",34.0522,-118.244
3000,2376,47,0,"Music",47.6062,-122.332
5000,2217.47,42,1,"Food",35.0887,-92.4421
100000,4413,42,8,"Design",32.2217,-110.926
20000,1955,24,0,"Food",30.7235,-95.5508
10000,15,1,1,"Art",48.7596,-122.488
1500,1525,27,0,"Music",37.8207,-77.685
20000,31472,332,21,"Music",36.1659,-86.7844
3000,3180,71,0,"Art",41.7637,-72.6851
25000,2020,26,3,"Design",30.2672,-97.7431
5000,5625,55,11,"Fashion",44.0521,-123.087
750,95,3,0,"Music",39.1857,-78.1633
14000,3754,40,3,"Comics",40.4198,-79.8501
1100,5748,97,4,"Publishing",41.85,-87.6501
3500,1892,32,6,"Games",37.3403,-95.2611
10000,246,5,0,"Comics",33.4504,-82.1982
20000,0,0,0,"Music",36.1659,-86.7844
24943,25539,127,4,"Film & Video",34.0522,-118.244
8100,160,4,1,"Food",43.9582,-123.16
2000,10,1,0,"Fashion",33.7748,-84.2963
1300,339.33,16,0,"Music",42.5334,-83.1463
5000,950,8,0,"Film & Video",34.0522,-118.244
750,871,37,1,"Music",35.1495,-90.049
4000,4002.76,49,2,"Music",37.7749,-122.419
1300,1311,26,0,"Music",39.0997,-94.5786
1400,1840,48,2,"Theater",41.85,-87.6501
2500,2890,51,1,"Music",39.7392,-104.985
1000,1012.11,48,1,"Music",34.3665,-89.5192
5500,160,4,0,"Film & Video",20.431,-86.9081
2500,3025.97,77,20,"Music",47.6062,-122.332
2250,2250,32,2,"Design",42.3643,-73.5948
1100,1357,25,0,"Publishing",37.7749,-122.419
3000,0,0,0,"Publishing",33.2926,-82.2015
2500,3071,61,4,"Music",39.2904,-76.6122
4000,4158,112,6,"Art",38.647,-90.225
2000,2295,32,0,"Music",45.5235,-122.676
15000,170,6,1,"Design",37.7749,-122.419
1500,3595.33,81,207,"Games",28.5383,-81.3792
10000,20,2,0,"Publishing",36.146,-81.1606
9500,695,21,4,"Design",34.0522,-118.244
2500,2881,52,5,"Music",46.7867,-92.1005
1000,1661,37,1,"Music",40.7143,-74.006
1000,1180,34,0,"Theater",40.65,-73.95
500,544,21,0,"Music",34.0522,-118.244
1000,1275,47,1,"Music",40.65,-73.95
3000,3196,34,0,"Music",40.7143,-74.006
10000,11640,103,10,"Theater",33.8303,-116.545
8000,8053,96,12,"Music",39.9523,-75.1638
3500,17752.08,746,86,"Games",51.5586,-0.197855
20000,541,11,1,"Technology",48.7596,-122.488
6000,130,3,0,"Film & Video",42.3314,-83.0458
2000,35,2,0,"Film & Video",42.3314,-83.0458
6500,370,11,5,"Publishing",29.7629,-95.3831
1750,1872.83,44,0,"Art",65.6864,-23.6006
1650,5,1,0,"Fashion",37.6775,-113.062
12500,11162.5,81,0,"Film & Video",34.0522,-118.244
10000,2811,27,1,"Publishing",45.5235,-122.676
65000,2825,8,0,"Music",35.7915,-78.7811
12000,450,13,2,"Film & Video",53.4108,-2.97784
10000,10400,167,3,"Film & Video",45.5235,-122.676
8000,8430.5,85,0,"Music",37.5351,-77.5855
9500,2632,119,0,"Games",39.2904,-76.6122
20000,7836,93,7,"Film & Video",34.0522,-118.244
11000,1634,44,16,"Games",46.654,-120.53
800,220,11,0,"Film & Video",45.5235,-122.676
4000,5028.77,178,4,"Music",32.803,-96.7699
800,125,2,0,"Film & Video",34.0522,-118.244
12000,196404.16,989,1670,"Design",42.5836,-83.2455
1500,150,3,0,"Fashion",36.1146,-115.173
3647,0,0,0,"Film & Video",47.7668,-117.417
1750,486,14,0,"Art",44.98,-93.2638
10000,25,1,0,"Publishing",42.3584,-71.0598
1100,1380,38,0,"Games",36.9115,-76.2008
2500,3000,58,0,"Theater",40.7143,-74.006
10000,10006,48,0,"Theater",41.2084,-73.8913
5500,1910,28,0,"Art",39.9523,-75.1638
8000,0,0,0,"Publishing",32.803,-96.7699
700,785,31,0,"Music",41.3082,-72.9282
5000,6400,72,10,"Music",40.65,-73.95
3000,3510,78,1,"Design",41.7637,-72.6851
1000,1980.33,36,5,"Music",41.8303,-72.2589
1000,1525,26,0,"Music",41.762,-72.742
2500,2541,7,3,"Theater",41.2707,-72.947
1000,1786,18,0,"Art",41.7637,-72.6851
3267,4547.3,41,7,"Art",41.7637,-72.6851
10000,12080,77,0,"Film & Video",40.65,-73.95
1650,2020,27,2,"Theater",41.4859,-73.0507
750,765,21,2,"Art",41.9537,-73.5107
20000,20300,37,0,"Film & Video",41.3082,-72.9282
3000,3315.78,92,0,"Art",45.5235,-122.676
6500,6550,58,3,"Theater",38.5816,-121.494
18000,20969.02,261,21,"Music",34.0522,-118.244
2500,0,0,0,"Art",40.7143,-74.006
3000,0,0,0,"Music",34.1083,-117.29
15000,0,0,0,"Film & Video",40.8265,-74.1068
5000,140,9,0,"Publishing",39.7392,-104.985
500000,0,0,0,"Film & Video",40.834,-74.0971
500,0,0,0,"Art",34.09,-118.362
3000,50,1,0,"Photography",0,0
500,45,3,0,"Music",35.0845,-106.651
20000,745,17,6,"Publishing",43.6137,-116.238
2000,2016,42,0,"Dance",39.9612,-82.9988
800,911,23,0,"Dance",42.0584,-73.9093
2500,25,1,0,"Film & Video",34.0029,-84.1446
2500,0,0,0,"Fashion",35.6225,-117.671
17000,17466.72,211,7,"Film & Video",34.2257,-77.9447
9750,62953.66,1409,128,"Comics",34.0522,-118.244
20000,27200,238,25,"Music",40.7834,-73.9662
750,1150,34,6,"Music",40.7143,-74.006
4850,5076,88,3,"Theater",40.7143,-74.006
6000,7535,90,0,"Theater",40.7143,-74.006
5000,5208.69,115,6,"Film & Video",43.0389,-87.9065
5500,5545,27,2,"Food",44.4802,11.3813
7500,7644,123,10,"Food",40.65,-73.95
500,557,43,4,"Food",40.65,-73.95
500,745,28,0,"Design",41.1845,-73.1332
40000,5130,22,1,"Food",41.85,-87.6501
1000,21173,690,176,"Food",25.7743,-80.1937
10000,11513,618,6,"Art",40.77,-119.199
10000,0,0,0,"Music",37.3281,-87.4989
2000,6184.32,152,5,"Technology",41.5356,-73.899
2000,4411.1,110,3,"Music",41.824,-71.4128
400,1132,32,0,"Music",38.647,-90.225
1000,1140,15,0,"Film & Video",34.0522,-118.244
7000,7212,66,8,"Publishing",40.7143,-74.006
5000,5010,18,2,"Theater",41.5823,-85.8344
7800,8077,120,2,"Film & Video",40.7143,-74.006
5000,5075,35,0,"Publishing",40.7159,-73.9868
2500,2630,19,3,"Film & Video",34.0522,-118.244
3500,4111,89,16,"Fashion",40.7143,-74.006
2500,3101.06,83,50,"Music",37.3394,-121.895
1300,1300,23,0,"Film & Video",18.4663,-66.1057
15000,27903,418,74,"Film & Video",40.2338,-111.659
5000,5887,47,1,"Film & Video",34.0522,-118.244
4000,4610,83,2,"Film & Video",53.1677,-3.14232
2500,2681,62,1,"Technology",30.2672,-97.7431
4100,4590,59,0,"Technology",37.7749,-122.419
10000,11680.02,145,12,"Music",40.65,-73.95
25000,28487,161,18,"Technology",40.015,-105.271
500,1240,28,4,"Comics",32.7254,-97.3208
1000,1280,17,0,"Film & Video",34.0522,-118.244
4500,7950,201,17,"Art",39.2904,-76.6122
20000,120,5,0,"Games",33.4484,-112.074
4600,0,0,0,"Fashion",32.803,-96.7699
500,1277,27,0,"Art",31.1171,-97.7278
500,860,11,0,"Fashion",38.8327,-77.206
5000,5140,155,1,"Film & Video",41.85,-87.6501
200,2325,57,8,"Fashion",35.2271,-80.8431
8000,8833.01,209,0,"Film & Video",40.7834,-73.9662
6000,215,4,1,"Fashion",39.2904,-76.6122
150,205,9,0,"Fashion",40.5724,-111.86
9800,0,0,0,"Fashion",34.7371,-82.2543
10000,3051,40,12,"Design",40.7143,-74.006
5000,240,10,0,"Publishing",38.9284,-77.056
8000,75,1,0,"Film & Video",40.7365,-73.8779
200,1820.44,53,8,"Food",40.65,-73.95
4200,4330,46,7,"Food",40.9312,-73.8988
6500,7772.45,126,14,"Film & Video",40.65,-73.95
2500,4350.1,135,9,"Publishing",40.2071,-74.0813
4000,4178,139,19,"Food",40.4198,-79.8501
3000,3168.69,53,8,"Film & Video",45.5235,-122.676
12500,13142,100,12,"Food",37.56,126.986
2000,2405.14,59,0,"Music",40.7143,-74.006
5000,325,4,0,"Publishing",33.6603,-117.999
7500,576,8,0,"Publishing",40.7143,-74.006
6000,6089,25,3,"Music",0,0
200,262,10,0,"Music",40.7608,-111.891
3000,3020.11,73,11,"Publishing",37.7749,-122.419
400,400,8,1,"Publishing",45.5235,-122.676
18000,18007,65,0,"Film & Video",44.0582,-121.315
2000,2360,45,0,"Music",21.3069,-157.858
7500,7500,60,0,"Publishing",37.7344,-78.3108
125000,130148.39,979,121,"Design",40.7143,-74.006
3000,3134.55,99,0,"Film & Video",41.85,-87.6501
4500,7630,45,1,"Art",47.6104,-122.201
7000,11344,264,77,"Comics",47.6588,-117.426
10000,2730,41,0,"Dance",40.7143,-74.006
5000,14261,208,20,"Technology",40.65,-73.95
2000,327,5,0,"Comics",47.6062,-122.332
3200,3899.35,68,11,"Design",41.824,-71.4128
2500,2726.02,50,1,"Film & Video",26.1223,-80.1434
4500,5060,115,11,"Food",30.2672,-97.7431
500,502.3,6,1,"Music",42.302,-70.9078
1500,1511,7,0,"Film & Video",35.994,-78.8986
5000,5580,113,0,"Theater",40.7143,-74.006
5000,5210,67,0,"Music",36.1659,-86.7844
2600,2632,17,0,"Publishing",33.2148,-97.1331
15000,19105.25,126,10,"Music",36.5951,-82.1887
550,610,12,0,"Music",42.2098,-79.4667
2000,0,0,0,"Food",51.294,-0.754624
20000,1925,49,6,"Design",41.6411,-88.4473
16000,16117,55,1,"Film & Video",42.2998,-71.4266
1000,1020,26,2,"Music",38.0293,-78.4767
1500,405,12,0,"Art",47.8209,-122.315
50000,11877,212,2,"Film & Video",39.7392,-104.985
6000,3743,52,0,"Art",41.6639,-83.5552
22000,4245,53,1,"Fashion",33.6411,-117.919
1200,1211,28,0,"Photography",44.9442,-93.0861
727,0,0,0,"Film & Video",42.0409,-74.1182
450,610,16,2,"Art",33.0146,-97.097
1500,0,0,0,"Music",34.0522,-118.244
5000,0,0,0,"Music",45.7674,-118.562
4000,28167.25,721,71,"Music",39.2904,-76.6122
60000,25,1,0,"Publishing",36.1659,-86.7844
50000,1161,33,13,"Games",34.0522,-118.244
2050,105,2,0,"Publishing",47.674,-122.122
3500,287,11,0,"Comics",40.7143,-74.006
49000,7,1,0,"Music",47.674,-122.122
14650,866,9,27,"Games",34.2477,-116.813
5500,5767,50,6,"Photography",33.5779,-101.855
1000,1025,31,6,"Film & Video",41.85,-87.6501
4500,4669,111,14,"Games",45.5229,-122.99
50000,1071,6,0,"Design",40.7143,-74.006
12500,1998,10,0,"Fashion",40.7312,-74.2735
50000,795,8,0,"Publishing",30.3322,-81.6556
1500,1785,38,0,"Music",41.85,-87.6501
10000,2246,21,0,"Design",37.9871,-122.589
10000,30583,134,12,"Design",48.7596,-122.488
2500,4946,23,0,"Art",41.3082,-72.9282
5000,5646.4,149,2,"Technology",42.2709,-83.7263
1000,1421,76,2,"Publishing",45.5235,-122.676
4000,4510,63,2,"Design",40.7143,-74.006
3000,3169,58,5,"Music",41.85,-87.6501
800,885,38,1,"Theater",38.9284,-77.056
666,1036,12,0,"Music",41.85,-87.6501
600,686,21,0,"Film & Video",32.2217,-110.926
10000,1725,13,1,"Film & Video",39.7392,-104.985
8000,0,0,0,"Film & Video",34.0522,-118.244
150,0,0,0,"Music",41.8911,-103.672
3000,845,36,0,"Theater",38.9284,-77.056
13000,10375,59,0,"Music",36.1659,-86.7844
2000,2087,74,4,"Music",40.7159,-73.9868
8500,13815,126,6,"Music",36.1659,-86.7844
3000,3322,69,1,"Music",44.4759,-73.2121
1100,1461,28,0,"Art",34.0522,-118.244
20000,3092,83,7,"Art",42.8509,-72.5579
1300,589.24,33,2,"Music",34.0522,-118.244
800,229,5,0,"Art",32.7211,-116.822
3000,2115,40,0,"Theater",39.9523,-75.1638
80000,35,2,0,"Film & Video",34.0165,-118.114
14500,1405,25,0,"Music",38.5816,-121.494
2500,2719,65,1,"Music",41.85,-87.6501
25000,26820.11,301,14,"Art",40.65,-73.95
6500,6706.82,58,3,"Music",38.9284,-77.056
1500,1895.13,21,2,"Fashion",32.5297,-97.2869
2500,2580,31,0,"Film & Video",40.5853,-105.084
1860,2264,22,0,"Publishing",44.98,-93.2638
10000,16811.37,316,3,"Comics",40.7834,-73.9662
750,1235,23,0,"Art",32.803,-96.7699
2000,2360,70,7,"Music",32.7153,-117.157
18000,3682.41,47,1,"Theater",29.4241,-98.4936
100000,50,2,0,"Art",46.2396,-119.101
2000,2072,18,0,"Music",37.7749,-122.419
2000,2003,43,0,"Theater",40.7143,-74.006
3000,3230,49,2,"Film & Video",35.687,-105.938
1500,1632,31,4,"Film & Video",49.2485,-123.109
450,450,14,0,"Film & Video",0,0
5600,6122,109,5,"Film & Video",42.3043,-73.2482
8000,8100,175,3,"Art",40.7282,-74.0776
3000,7765.43,99,0,"Photography",34.0522,-118.244
5000,0,0,0,"Art",34.8622,33.1956
2000,2122,42,12,"Art",41.85,-87.6501
1650,377,8,0,"Music",28.5383,-81.3792
100000,285,5,2,"Games",28.7589,-81.3178
3800,56,5,0,"Publishing",34.1808,-118.309
750,305,8,1,"Film & Video",39.7392,-104.985
14000,0,0,0,"Publishing",33.4484,-112.074
